PT No.;Sources;Page in Rasmussen 2003;Year BC;Locations in Rasmussen 2003;Location of the specific Prodigy based on Rasmussen 2003;GPS Coordinates;Incidence;Prodigy;Commentary A.K.;Simplicity Rule: Concept;Step 1: Basic Level Membership;Step 2: Ontological Category (Spatial Entity, Solid Object, Living Thing, Animate, Person);Step 3: Transfers (Physicality P, Biology B, Animacy A, Mentality M);Step 4: Breaches (Universals u, Spatiality s, Physicality p, Biology b, Animacy a, Mentality m);Quantified Counterintuitiveness of Concept;Concept Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Quantified Counterintuitiveness of Prodigy;Prodigy Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Step 2a Concept recategorization for Events;Step 2b Concept Type recategorization for Events;Step 2c Prodigy Type recategorization for Events;Concept Type recategorization according to Kavanagh 2014 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Prodigy Type recategorization according to Kavanagh 2014, T1 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Conservative Concept Type Recategorization 1 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Conservative Prodigy Type Recategorization 1, T4 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Prodigy Typology T2;Prodigy Typology T3
120;Obseq. 50;101-102;95;"Rome (Regia); Caere; Venafrum; Ateste; Urbinum";;;8;in Urbinum a hermaphrodite is born;;a hermaphrodite is born;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;a shower of stones over the Volsci;;shower of stones;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;in Volsinii a new moon goes dark;;a new moon goes dark;MOON;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;a girl with two heads, four feet, four hands, and double female sexual organs is stillborn;;a girl with two heads, four feet, four hands, and double female sexual organs is stillborn;GIRL;Person;;bb;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;a firebird is killed;;a firebird is killed;BIRD;Animate;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;a shower of stones occur within a villa in Vestini;;shower of stones within a villa;SHOWER;Spatial Entity;P;s;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;a torch is seen in a burning sky;;torch in the sky;TORCH;Solid Object;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;blood trickles from the earth;;blood trickles from the earth;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;dogs gnaw on stones and tiles;;dogs gnaw on stones and tiles;DOGS;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
121;Obseq. 51;102;94;"Rome; Volsci; Volsinii; Vestini; Faesulae";;;9;in Faesulae a large group clad in mourning garb and with pale faces is seen wandering among the graves;;in Faesulae a large group clad in mourning garb and with pale faces is seen wandering among the graves;PEOPLE;Person;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;lightning strikes many places in Rome and environs;;lightning strikes many places;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;a slave woman gives birth to a boy with one hand;;boy with one hand is born;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;in Fregellae the temple of Neptune is opened at night;;a temple is opened at night;TEMPLE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;twin calves are found in the stomach of a bull calf;;twin calves are found in the stomach of a bull calf;CALVES;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;in Arretium a bronze statue of Mercury sweats;;a bronze statue of Mercury sweats;STATUE;Solid Object;B;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;in Lucania a flock of rams is encircled by fire without burning;;a flock of rams is encircled by fire without burning;FLOCK;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;in Carseoli a stream of blood flows;;a stream of blood flows;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;wolves walk into the city;;wolves walk into the city;WOLVES;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;in Praeneste wool flies;;wood flies;WOOD;Solid Object;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;in Apulia a mule gives birth;;a mule gives birth;MULE;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;in Rome a kite is caught in the temple of Apollo;;a kite is caught in a temple;KITE;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;although consul Herennius offers a second sacrifice, the head of the liver fails to appear;;the head of the liver fails to appear;VICTIM;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;during a novemdiale a dog eats the meal of the goddess;;dog eats the meal of a goddess;DOG;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
122;Obseq. 52;102-103;93;"Rome; Fregellae; Arretium; Lucania; Carseoli; Praeneste; Apulia; Volsinii";;;14;in Volsinii fire leaps across the sky, which seems to split in two;;fire leaps across the split sky;SKY;Spatial Entity;P;u;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;an owl is caught in the temple of Fortuna Equestris;;an owl is caught in a temple;OWL;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;in Faesulae noises are heard from the ground;;noise is heard from the ground;NOISE;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;a slave woman gives birth to a boy with no opening in his private parts;;a boy with no opening in his private parts is born;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;a woman has two sets of sexual organs;;a woman has two sets of sexual organs;WOMAN;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;a torch is seen in the sky;;torch in the sky;TORCH;Solid Object;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;an ox speaks;;ox speaks;OX;Animate;M;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;a swarm of bees settles atop a private house;;a swarm settles atop a private house;SWARM;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;in Volaterrae a stream of blood flows;;a stream of blood flows;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;in Rome there is a rain of milk;;rain of milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;in Arretium two hermaphrodites are found;first hermaphrodite;a hermaphrodite is found;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;in Arretium two hermaphrodites are found;second hermaphrodite;a hermaphrodite is found;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;a cock is born with four feet;;a cock is born with four feet;COCK;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
123;Obseq. 53;103;92;"Rome; Faesulae; Volaterrae; Arretium";;;13;lightning strikes many times;;lightning strikes many times;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;at dawn a ball of fire springs with great noise from the northern skies;;a ball of fire springs with great noise from the northern skies;FIRE;Spatial Entity;P;s;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;in Arretium blood flows from bread when it is broken;;blood flows from bread when it is broken;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;in Vestini there are showers of stones and tiles for seven days;;showers of stones;SHOWERS;Spatial Entity;P;;1;MCI (Tr);2;CI;EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;in Vestini there are showers of stones and tiles for seven days;;showers of tiles;SHOWERS;Spatial Entity;P;;1;MCI (Tr);;;EVENT;MCI (Tr) EVENT;;CI EVENT;;EVENT;;;
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;in Aenaria a flame springs from a chasm;; a flame springs from a chasm;FLAME;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;an earthquake in Regium;;earthquake;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;in Spoletium a gold-coloured ball of fire flies to the earth;;a gold-coloured ball of fire flies to the earth;FIRE;Spatial Entity;P;pp;3;CI;3;CI;;CI;CI;CI;CI;CI;CI;CI;CI
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;on the fortifications in Cumae a statue of Apollo sweats;;a statue of Apollo sweats;STATUE;Solid Object;B;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;lightning strikes the temple of Pietas at the Circus Flaminius;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;in Asculum Romans are murdered during the games;;Romans are murdered during the games;PEOPLE;Person;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;when Latins lead cattle from the fields to the city, people die at random;;people die at random;PEOPLE;Person;;u;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;the wild rampaging of the cattle and the barking of dogs portends war and misfortune;;animals rampage;ANIMALS;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
124;"Obseq.54; Cic. Div. 1.98-99; Plin. HN 8.221; 2.199; Oros. 5.18.3-6";103-104;91;"Rome (Circus Flaminius); Arretium; Vestini; Aenaria; Regium; Spoletium; Asculum; Cumae; Lanuvium";;;12;in Lanuvium war is portended by mice nibbling at silver shields;;mice nibble at silver shields;MICE;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
125;"Obseq. 55; Cic. Div. 1.99; 1.4; Plin. 2.238; Diod. Sic. 32.12.2; Strabo 6.2.11 (Diod. Sic.)";104-105;90/89;"Rome Hiera; Liparae";;;4;the temple of Juno Sospita is disgraced by a hag and her offspring, who had laid down bedding beneath the effigy of the goddess;divide the case 125 by sources, years, and locations as proposed by Rasmussen (2003: 104-105);a hag lays down beneath an effigy of a goddess;HAG;Person;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
125;"Obseq. 55; Cic. Div. 1.99; 1.4; Plin. 2.238; Diod. Sic. 32.12.2; Strabo 6.2.11 (Diod. Sic.)";104-105;90/89;"Rome Hiera; Liparae";;;4;(Metella Caecilia dreams that Juno Sospita flees her temple);divide the case 125 by sources, years, and locations as proposed by Rasmussen (2003: 104-105);Metella Caecilia has a dream that Juno Jospita flees her temple;PERSON;Person;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
125;"Obseq. 55; Cic. Div. 1.99; 1.4; Plin. 2.238; Diod. Sic. 32.12.2; Strabo 6.2.11 (Diod. Sic.)";104-105;90/89;"Rome Hiera; Liparae";;;4;Hiera, Liparae and the sea around them burn;divide the case 125 by sources, years, and locations as proposed by Rasmussen (2003: 104-105);sea burns;SEA;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
125;"Obseq. 55; Cic. Div. 1.99; 1.4; Plin. 2.238; Diod. Sic. 32.12.2; Strabo 6.2.11 (Diod. Sic.)";104-105;during the Social War (91-88);near Rome;;;4;a man who is married to a hermaphrodite reports this to the Senate;divide the case 125 by sources, years, and locations as proposed by Rasmussen (2003: 104-105);a man is married to a hermaphrodite;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
126;"Obseq. 56; Plut. Vit. SulL 7; Diod. Sic. 38.5";105;88;Bovianum;;;1;Pompeius Silo leads a triumphal procession into the city of Bovianum, and in the next battle loses his army and is killed himself;;Pompeius Silo is killed in battle;PERSON;Person;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
127;"Obseq. 56a; Plin. HN 2.92; Oros. 5.19.18";105;87;Rome;;;2;during the civil war in Rome, the sky above the camp of Pompeius seems to collapse, weapons and standards are struck, and soldiers die;;the sky above the camp of Pompeius seems to collapse;SKY;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
127;"Obseq. 56a; Plin. HN 2.92; Oros. 5.19.18";105;87;Rome;;;2;during the civil war in Rome, the sky above the camp of Pompeius seems to collapse, weapons and standards are struck, and soldiers die;;weapons and standards are struck;THING;Solid Object;;;0;INT/CSCH;;;EVENT;INT/CSCH EVENT;;CSCH;;EVENT;;;
127;"Obseq. 56a; Plin. HN 2.92; Oros. 5.19.18";105;87;Rome;;;2;during the civil war in Rome, the sky above the camp of Pompeius seems to collapse, weapons and standards are struck, and soldiers die;;soldiers die;SOLDIERS;Person;;;0;INT/CSCH;;;EVENT;INT/CSCH EVENT;;CSCH;;EVENT;;;
127;"Obseq. 56a; Plin. HN 2.92; Oros. 5.19.18";105;87;Rome;;;2;Pompeius dies from a starlike gust of wind;;starlike gust of wind causes a death;WIND;Spatial Entity;P;u;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
128;Obseq. 56b;105-106;86;"Piraeus; Ilium";;;2;while Sulla is besieging Piraeus, a soldier dies when struck by lightning, while he is carrying earth;;soldier is killed by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
128;Obseq. 56b;105-106;86;"Piraeus; Ilium";;;2;when Gaius Fimbria has Ilium burned, the temple of Minerva also burns to the ground, except for one statue;;a temple burns to the ground, except for one statue;TEMPLE;Spatial Entity;;u;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
129;App. B Civ. 1.78;106;84;Rome;;;2;lightning strikes the temple of Luna;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
129;App. B Civ. 1.78;106;84;Rome;;;2;lightning strikes the temples of Ceres;;lightning strikes a temple;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
130;"Obseq. 57; Plin. HN 7.34; App. B Civ. 1.78";106;83;"somewhere between Capua and Vulturnum; Clusium";;;5;between Capua and Vulturnum the clamour of standards, weapons, and shouts are heard;;noise of battle sounds between two places;NOISE;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
130;"Obseq. 57; Plin. HN 7.34; App. B Civ. 1.78";106;83;"somewhere between Capua and Vulturnum; Clusium";;;5;traces of horses and men are seen;;traces are seen;TRACES;Solid Object;;;0;INT;0;INT;;INT;INT;INT;INT;INT;INT;INT;INT
130;"Obseq. 57; Plin. HN 7.34; App. B Civ. 1.78";106;83;"somewhere between Capua and Vulturnum; Clusium";;;5;in Clusium a mother gives birth to a live snake;;a mother gives birth to a snake;MOTHER;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
130;"Obseq. 57; Plin. HN 7.34; App. B Civ. 1.78";106;83;"somewhere between Capua and Vulturnum; Clusium";;;5;a mule gives birth;;mule gives birth;MULE;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
130;"Obseq. 57; Plin. HN 7.34; App. B Civ. 1.78";106;83;"somewhere between Capua and Vulturnum; Clusium";;;5;earthquakes;;earthquake;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
131;Plin. HN 10.50;106;78;Ariminum;;;1;in the villa of Galerius a cock speaks;;a cock speaks;COCK;Animate;M;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
132;Obseq. 59;106;76;Reate;;;2;in Reate earthquakes shake shrines in the city and in the country;;earthquake;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
132;Obseq. 59;106;76;Reate;;;2;noises are heard from the earth;;noises are heard from the earth;NOISES;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
133;"Cic. Div. 1.19-20; 2.45-46; Cat. 3.19-20; Obseq. 61; Cass. Dio 37.9.1-2";106;65-63;Rome (Capitoline);;;2;lightning strikes the she-wolf on the Capitoline;;lightning strikes a she-wolf;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
133;"Cic. Div. 1.19-20; 2.45-46; Cat. 3.19-20; Obseq. 61; Cass. Dio 37.9.1-2";106;65-63;Rome (Capitoline);;;2;"the statue of Jupiter is also struck; (bronze tablets melt, see below)";;a statue is struck by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
