PT No.;Sources;Page in Rasmussen 2003;Year BC;Locations in Rasmussen 2003;Location of the specific Prodigy based on Rasmussen 2003;GPS Coordinates;Incidence;Prodigy;Commentary A.K.;Simplicity Rule: Concept;Step 1: Basic Level Membership;Step 2: Ontological Category (Spatial Entity, Solid Object, Living Thing, Animate, Person);Step 3: Transfers (Physicality P, Biology B, Animacy A, Mentality M);Step 4: Breaches (Universals u, Spatiality s, Physicality p, Biology b, Animacy a, Mentality m);Quantified Counterintuitiveness of Concept;Concept Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Quantified Counterintuitiveness of Prodigy;Prodigy Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Step 2a Concept recategorization for Events;Step 2b Concept Type recategorization for Events;Step 2c Prodigy Type recategorization for Events;Concept Type recategorization according to Kavanagh 2014 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Prodigy Type recategorization according to Kavanagh 2014, T1 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Conservative Concept Type Recategorization 1 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Conservative Prodigy Type Recategorization 1, T4 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Prodigy Typology T2;Prodigy Typology T3
133;"Cic. Div. 1.19-20; 2.45-46; Cat. 3.19-20; Obseq. 61; Cass. Dio 37.9.1-2";106;65-63;Rome (Capitoline);;;2;"the statue of Jupiter is also struck; (bronze tablets melt, see below)";;bronze tablets melt;LIGHTNING;Spatial Entity;;;0;INT/CSCH;;;;INT/CSCH;;CSCH;;CSCH;;;
134;"Obseq. 61 (cf. Cic. Cat. 3.19-20); Plin. HN 2.52; Cass. Dio 37.25.1-2";107;65-63;"Rome; Pompeii; Spoletum";;;5;frequent lightning;;frequent lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
134;"Obseq. 61 (cf. Cic. Cat. 3.19-20); Plin. HN 2.52; Cass. Dio 37.25.1-2";107;65-63;"Rome; Pompeii; Spoletum";;;5;in Pompeii Vargunteius is killed by lightning from a clear sky;;Vargunteius is killed by lightning from a clear sky;LIGHTNING;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
134;"Obseq. 61 (cf. Cic. Cat. 3.19-20); Plin. HN 2.52; Cass. Dio 37.25.1-2";107;65-63;"Rome; Pompeii; Spoletum";;;5;a fiery timber stretches up into the sky from the west;;a fiery timber in the sky;TIMBER;Solid Object;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
134;"Obseq. 61 (cf. Cic. Cat. 3.19-20); Plin. HN 2.52; Cass. Dio 37.25.1-2";107;65-63;"Rome; Pompeii; Spoletum";;;5;an earthquake shakes all of Spoletum;;earthquake;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
134;"Obseq. 61 (cf. Cic. Cat. 3.19-20); Plin. HN 2.52; Cass. Dio 37.25.1-2";107;65-63;"Rome; Pompeii; Spoletum";;;5;bronze tablets with laws are struck by lightning and the letters melt;;bronze tablets are struck by lightning and the letters melt;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
135;"Obseq. 61a; Livy Per. 103";107;62;Macedonia;;;1;after the proconsul Gaius Antonius defeats Catiline in Pistoria, he carries the fasces, crowned with laurel wreaths, into his province, where he is defeated by the Dardani;;the proconsul Gaius Antonius is defeated by the Dardani;PROCONSUL;Person;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
136;Obseq. 62;107;60;Rome (Tiber);;;4;although the entire day is clear, night falls around the eleventh hour, after which the light returns;;night for a while during the day;NIGHT;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
136;Obseq. 62;107;60;Rome (Tiber);;;4;a whirlwind strikes roofs to the ground;;a whirlwind strikes roofs to the ground;WHIRLWIND;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
136;Obseq. 62;107;60;Rome (Tiber);;;4;when a bridge collapses, people fall into the Tiber;;when a bridge collapses, people fall into the Tiber;PEOPLE;Person;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
136;Obseq. 62;107;60;Rome (Tiber);;;4;in the country several trees are uprooted;;in the country several trees are uprooted;TREES;Living Thing;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
137;Cass. Dio 39.15;108;56;"Rome; Mons Albanus";;;6;lightning strikes the statue of Jupiter on the Mons Albanus;;lightning strikes a statue;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
137;Cass. Dio 39.15;108;56;"Rome; Mons Albanus";;;6;on the Mons Albanus a small temple of Juno turns towards the north;;a temple turns towards the north;TEMPLE;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
137;Cass. Dio 39.15;108;56;"Rome; Mons Albanus";;;6;a wolf walks through the city;;a wolf walks through the city;WOLD;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
137;Cass. Dio 39.15;108;56;"Rome; Mons Albanus";;;6;earthquake;;earthquake;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
137;Cass. Dio 39.15;108;56;"Rome; Mons Albanus";;;6;lightning strikes;;lightning strikes;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
138;"Cass. Dio 39.20.1-2; Cic. Har. Resp.";108;56;ager Latiniensis;;;;on the ager Latiniensis rumbling and noises from the earth are heard;;rumbling and noises from the earth are heard;NOISE;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
139;"Cass. Dio 39.60.4-61.4; Plin. HN 2.147; Obseq. 64; (cf. Plut. Vit. Crass. 19ff)";108;54;"Rome (Tiber); Lucania; Euphrates";;;6;the waters of the Tiber rise drastically;;the waters of the Tiber rise drastically;RIVER;Spatial Entity;;s;1;MCI (Br)/CSCH;1;MCI (Br)/CSCH;EVENT;MCI (Br)/CSCH EVENT;MCI (Br)/CSCH EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
139;"Cass. Dio 39.60.4-61.4; Plin. HN 2.147; Obseq. 64; (cf. Plut. Vit. Crass. 19ff)";108;54;"Rome (Tiber); Lucania; Euphrates";;;6;houses collapse;;houses collapse;HOUSES;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
139;"Cass. Dio 39.60.4-61.4; Plin. HN 2.147; Obseq. 64; (cf. Plut. Vit. Crass. 19ff)";108;54;"Rome (Tiber); Lucania; Euphrates";;;6;animals and people drown;;animals drown;ANIMALS;Animate;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
139;"Cass. Dio 39.60.4-61.4; Plin. HN 2.147; Obseq. 64; (cf. Plut. Vit. Crass. 19ff)";108;54;"Rome (Tiber); Lucania; Euphrates";;;6;animals and people drown;;people drown;PEOPLE;Person;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
139;"Cass. Dio 39.60.4-61.4; Plin. HN 2.147; Obseq. 64; (cf. Plut. Vit. Crass. 19ff)";108;54;"Rome (Tiber); Lucania; Euphrates";;;6;in Lucania there are showers of iron that looks like fungi;;showers of iron that looks like fungi;SHOWERS;Spatial Entity;PB;;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
139;"Cass. Dio 39.60.4-61.4; Plin. HN 2.147; Obseq. 64; (cf. Plut. Vit. Crass. 19ff)";108;54;"Rome (Tiber); Lucania; Euphrates";;;6;when setting off to cross the Euphrates, M. Crassus ignores many prodigies, including a dark fog and a storm's ripping the standard from a standardbearer and making it sink in deep water;;a dark fog;FOG;Spatial Entity;P;;1;MCI (Tr)/CSCH;1;MCI (Tr)/CSCH;EVENT;MCI (Tr)/CSCH EVENT;MCI (Tr)/CSCH EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
139;"Cass. Dio 39.60.4-61.4; Plin. HN 2.147; Obseq. 64; (cf. Plut. Vit. Crass. 19ff)";108;54;"Rome (Tiber); Lucania; Euphrates";;;6;when setting off to cross the Euphrates, M. Crassus ignores many prodigies, including a dark fog and a storm's ripping the standard from a standardbearer and making it sink in deep water;;a storm's ripping the standard from a standardbearer and making it sink in deep water;STORM;Spatial Entity;;;0;INT/CSCH;;;EVENT;INT/CSCH EVENT;;CSCH;;EVENT;;;
140;"Obseq. 63; Cass. Dio 40.17.1";108-109;53;Rome;;;5;owls are seen in the city;;animals are seen in the city;ANIMALS;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
140;"Obseq. 63; Cass. Dio 40.17.1";108-109;53;Rome;;;5;wolves are seen in the city;;animals are seen in the city;ANIMALS;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
140;"Obseq. 63; Cass. Dio 40.17.1";108-109;53;Rome;;;5;at night the plaintive howling of dogs is heard;;dog howling at night;DOGS;Animate;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
140;"Obseq. 63; Cass. Dio 40.17.1";108-109;53;Rome;;;5;the statue of Mars sweats;;a statue sweats;STATUE;Solid Object;B;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
140;"Obseq. 63; Cass. Dio 40.17.1";108-109;53;Rome;;;5;lightning races through the city, destroying several statues of deities and killing people;;lightning races through the city;LIGHTNING;Spatial Entity;A;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;an owl is seen in the city;;an owl is seen in the city;OWL;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;a statue sweats for three days;;a statue sweats;STATUE;Solid Object;B;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;a torch moves from the south towards the east;;a torch moves ;TORCH;Solid Object;A;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;lightning strikes in several places;;lightning strikes in several places;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;there is a shower of stones;;shower of stones;SHOWER;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;and a rain of blood;;rain of blood;RAIN;Spatial Entity;B;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;lumps of earth, shards of pottery and blood fly through the air;;earth flies through air;EARTH;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;lumps of earth, shards of pottery and blood fly through the air;;pottery flies through air;POTTERY;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
141;Cass. Dio 40.47.1-2;109;52;Rome;;;9;lumps of earth, shards of pottery and blood fly through the air;;blood flies through air;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
142;"Obseq. 65; Plin. HN 2.147; 17.243 (circa 50 BC)";109-110;50;"Rome; Cumae";;;3;a mule gives birth;;a mule gives birth;MULE;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
142;"Obseq. 65; Plin. HN 2.147; 17.243 (circa 50 BC)";109-110;50;"Rome; Cumae";;;3;a fire destroys most of the city;;a fire destroys most of the city;FIRE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
142;"Obseq. 65; Plin. HN 2.147; 17.243 (circa 50 BC)";109-110;50;"Rome; Cumae";;;3;in Cumae a tree sinks into the earth and only a few branches protrude;;tree sinks into the earth;TREES;Living Thing;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
143;"Obseq. 65a; Cass. Dio 42.26.1-2; Plin. HN 2.92";110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;lightning flashes against Pompeius and his army when he lines up against Caesar in Macedonia;divide the case 143 by sources as proposed by Rasmussen (2003: 110);lightning flashes;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
143;"Obseq. 65a; Cass. Dio 42.26.1-2; Plin. HN 2.92";110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;a swarm of bees settles on the standards;divide the case 143 by sources as proposed by Rasmussen (2003: 110);a swarm of bees settles on the standards;SWARM;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
143;"Obseq. 65a; Cass. Dio 42.26.1-2; Plin. HN 2.92";110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;the same day, statues turn of their own accord in several places;"divide the case 143 by sources as proposed by Rasmussen (2003: 110); perhaps divide into two prodiges?";statues turn of their own accord;STATUES;Solid Object;A;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
143;"Obseq. 65a; Cass. Dio 42.26.1-2; Plin. HN 2.92";110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;in Antiochia and Ptolemais sounds of shouting and the clamour of weapons are heard, in Pergamon the sound of a tympanon is heard;"divide the case 143 by sources as proposed by Rasmussen (2003: 110); perhaps divide into two prodiges?";in Antiochia sounds of shouting and the clamour of weapons are heard;SOUDNS;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
143;"Obseq. 65a; Cass. Dio 42.26.1-2; Plin. HN 2.92";110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;in Antiochia and Ptolemais sounds of shouting and the clamour of weapons are heard, in Pergamon the sound of a tympanon is heard;"divide the case 143 by sources as proposed by Rasmussen (2003: 110); perhaps divide into two prodiges?";in Ptolemais sounds of shouting and the clamour of weapons are heard;SOUDNS;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
143;"Obseq. 65a; Cass. Dio 42.26.1-2; Plin. HN 2.92";110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;in Antiochia and Ptolemais sounds of shouting and the clamour of weapons are heard, in Pergamon the sound of a tympanon is heard;"divide the case 143 by sources as proposed by Rasmussen (2003: 110); perhaps divide into two prodiges?";in Pergamon the sound of a tympanon is heard;SOUDNS;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
143;"Obseq. 65a; Cass. Dio 42.26.1-2; Plin. HN 2.92";110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;in the temple of Victoria in Tralles a palm tree sprouts to full-grown size from beneath the statue of Caesar;divide the case 143 by sources as proposed by Rasmussen (2003: 110);a palm tree sprouts to full-grown size in a temple;TREE;Living Thing;;sb;2;CI;2;CI;;CI;CI;CI;CI;CI;CI;CI;CI
143;(Cass. Dio);110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;a swarm of bees lands near the statue of Hercules on the Capitoline;divide the case 143 by sources as proposed by Rasmussen (2003: 110);a swarm of bees lands near the statue of Hercules;SWARM;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
143;(Cass. Dio);110;48;"Rome (Capitoline); Macedonia; Antiochia; Ptolemais; Pergamon; Tralles";;;9;when shrines are demolished, a temple of Bellona is destroyed that is found to contain crocks full of human flesh;divide the case 143 by sources as proposed by Rasmussen (2003: 110);a destroyed temple contain crocks full of human flesh;TEMPLE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
144;Cass. Dio 42.26.3-5;110-111;47;Rome;;;8;violent earthquake;;earthquake;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
144;Cass. Dio 42.26.3-5;110-111;47;Rome;;;8;an owl is seen;;an owl is seen;OWL;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
144;Cass. Dio 42.26.3-5;110-111;47;Rome;;;8;lightning strikes the Capitoline;;lightning strikes the Capitoline;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
144;Cass. Dio 42.26.3-5;110-111;47;Rome;;;8;in the temple of Fortuna Publica;;lightning strikes the temple of Fortuna Publica;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
144;Cass. Dio 42.26.3-5;110-111;47;Rome;;;8;and in Caesar's garden;;lightning strikes in Caesar's garden;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
144;Cass. Dio 42.26.3-5;110-111;47;Rome;;;8;the doors of the temple of Fortuna open of their own accord;;doors open of their own accord;DOORS;Solid Object;A;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
144;Cass. Dio 42.26.3-5;110-111;47;Rome;;;8;blood runs from a bakery to the temple of Fortuna Respiciens;;blood runs from a bakery to the temple ;BLOOD;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
144;Cass. Dio 42.26.3-5;110-111;47;Rome;;;8;some newborn babies hold their left hand to their head;;some newborn babies hold their left hand to their head;BABIES;Person;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
145;Cass. Dio 43.2.1;111;46;Rome;;;2;a wolf is seen in the city;;a wolf is seen in the city;WOLF;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
145;Cass. Dio 43.2.1;111;46;Rome;;;2;a pig is born that resembles an elephant, except for its feet;;an elephant-like pig is born;PIG;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;exta without a heart are found at Caesar's sacrifice;;exta without a heart are found at sacrifice;ANIMAL;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;Caesar's wife dreams that the gable top on his house, which had been added by decree of the Senate, had fallen down;;gable top on his house had fallen down;GABLE TOP;Solid Object;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;the doors to Caesar's bedchamber are flung open of their own accord;;doors open of their own accord;DOORS;Solid Object;A;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;on the day he enters Rome, Gaius Octavius is surrounded as if by the end of a rainbow, which reached from the sun in a clear sky;;Gaius Octavius is surrounded as if by the end of a rainbow, which reached from the sun in a clear sky;RAINBOW;Spatial Entity;;su;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;during the games of Venus Genetrix a long-haired star is seen;;a long-haired star is seen;STAR;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;frequent earthquakes;;frequent earthquakes;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;lightning strikes many times;;lightning strikes many times;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;the day before the final approval of the exile a whirlwind knocks down the statue Cicero had installed before the temple chamber of Minerva;;a whirlwind knocks down a statue;WHIRLWIND;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;a storm tears the bronze tablets of the temple of Fides loose;;a storm tears the bronze tablets of a temple;STORM;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
146;"Obseq. 67-68; Cass. Dio 45.17.2-8; Plin. HN 2.96.98-99; Oros. 6.20.5; Suet. Div. Aug. 2.95";111-112;44;"Rome; Ostia; Po; Italia";;;22;the doors of the temple of Ops are broken open;;doors are broken open;DOORS;Solid Object;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
